"system","code","category","level","file_no","description_th","fix_guidance_th","effective_from","effective_to","source_doc","source_ref","source_date","verified"
"ECLAIM","C448","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เลือกรหัสรายการ Vascular access (HD0001 – HD0005) แต่ไม่ได้เลือกรหัสโครงการพิเศษ DMISHD","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C449","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เลือกรหัสโครงการพิเศษ DMISHD แต่ผู้ป่วยไม่ได้ลงทะเบียนในระบบ DMIS กรณี CAPD","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C450","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลเบิกชดเชยค่าบริการไม่ตรงตามเงื่อนไขกรณีเลเซอร์จากเบาหวานขึ้นจอประสาทตา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C451","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เลือกรหัสโครงการพิเศษ DMIDML แต่รหัส ICD-10 / ICD-9-CM ไม่สอดคล้องกับกรณีที่ขอเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C452","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกข้อมูลเบิกกรณีเลเซอร์จากเบาหวานขึ้นจอประสาทตาไม่ถูกต้อง ครบถ้วน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C453","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการที่ลงทะเบียนในระบบ DMIS กรณี CAPD","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C454","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัสโครงการพิเศษไม่สอดคล้องกับประเภทผู้ป่วย หรือกรณีที่ขอเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C455","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัส Z39000 และ Z75000 ไม่ผ่านการตรวจสอบสิทธิ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C456","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เลือกรหัสโครงการพิเศษ Z75REF แต่ไม่ใช่หน่วยบริการสำรองเตียง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C457","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัส ICD10, ICD9 ไม่สอดคล้องกับการขอเบิกกรณี Leukemia,Lymphoma","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C458","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกรหัสโครงการพิเศษสำหรับผู้ประกันตนสิทธิประกันสังคม ไม่สอดคล้องกับสิทธิประโยชน์ที่เลือก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C459","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลการรักษาผู้ป่วยกรณี Leukemia หรือ Lymphoma ไม่ตรงตามที่ได้ลงทะเบียนในระบบ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C460","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลที่ส่งเบิกกรณี Leukemia/Lymphoma ยังไม่ได้ทำการ Register ในระบบ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C461","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลของหน่วยบริการที่ส่งเบิกไม่ใช่หน่วยบริการที่ผู้ป่วยลงทะเบียนกรณี Leukemia/Lymphoma","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C462","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการในโครงการ กรณี Leukemia/Lymphoma","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C463","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เกิดจากมีการให้รหัสหน่วยบริการ (Hcode) ไม่ถูกต้อง หรือ เป็นรหัสที่ไม่มีในฐานข้อมูล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C464","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการที่ขึ้นทะเบียนให้บริการ Laser ตา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C465","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","การเบิกกรณี Palliatve Care สามารถบันทึกเบิกได้เฉพาะกรณีผู้ป่วยนอก (OP)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C466","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัสโรค หรือ รหัสหัตถการไม่สอดคล้องกับกรณี Palliative Care","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C467","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัสโรค หัตถการตรงตามเงื่อนไขการรักษานิ่วในทางเดินปัสสาวะแต่ไม่บันทึก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C468","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เป็นหน่วยบริการสำรองเตียงแต่ไม่บันทึกรหัสโครงการพิเศษ Z75REF","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C469","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ใช่หน่วยบริการที่เข้าร่วมกรณี STROKE/STEMI","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C470","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","กรณีเบิกค่าพาหนะรับส่งต่อผู้ป่วยนอกในจังหวัด (SPV001) แต่ไม่ได้บันทึก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C471","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","กรณีเบิกค่าพาหนะรับส่งต่อผู้ป่วยนอกในจังหวัด (SPV001) แต่เป็นหน่วยบริการที่ไม่มีสิทธิ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C472","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","กรณีเบิกค่าพาหนะรับส่งต่อผู้ป่วยนอกในจังหวัด (SPV001) แต่จังหวัดไม่ใช่จังหวัดเดียวกัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C473","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","เบิกค่าพาหนะรับส่งต่อ ระยะทางเกิน 9,999 กิโลเมตร","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C474","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ยาราคาแพงที่บันทึกเบิกไม่ได้ลงทะเบียนในระบบ OCPA หรือ ไม่ตรงกับรายการยา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C475","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัสโรคไม่สอดคล้องกับยาราคาแพงที่บันทึกเบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C476","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รายการค่าห้องที่บันทึกเบิกไม่สอดคล้องกับประเภทผู้ป่วย","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C477","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","จำนวนวันที่บันทึกเบิกค่าห้อง ไม่สอดคล้องกับจำนวนวันที่นอน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C478","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","กรณีเบิกส่วนต่างค่าฟอกเลือด (HD3995) ไม่มีรหัสหัตถการที่สอดคล้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C479","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ให้รหัสโรคไม่สอดคล้องกับการเบิกส่วนต่างค่าคลอดจากสิทธิข้าราชการ/อปท.","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C480","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รายการที่ขอเบิกชดเชยไม่สอดคล้องกับเงื่อนไขที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C481","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ใช่สถานพยาบาลที่กำหนดให้เบิกชดเชยค่าบริการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C482","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลเบิกชดเชยค่าบริการไม่ถูกต้องตามเงื่อนไขสิทธิประโยชน์ของผู้ประกันตนทุพลภาพ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C483","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","กรณีอุบัติเหตุฉุกเฉินที่ขอเบิกไม่เป็นไปตามเงื่อนไขที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C484","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกข้อมูลเบิกการรักษากรณีอุบัติเหตุฉุกเฉินหลัง 72 ชม.","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C485","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","จำนวนวันนอนไม่สอดคล้องกับกรณีที่ขอเบิกอุบัติเหตุฉุกเฉินหลัง 72 ชม.","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C486","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","สิทธิประกันสังคมบันทึกเบิกส่วนต่างกรณี HD จากสิทธิ อปท. ไม่ถูกต้อง ครบถ้วน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C487","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกข้อมูลเบิกการรักษากรณีอุบัติเหตุฉุกเฉินหลัง 72 ชม.(SSAE73)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C488","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ใช่สถานพยาบาลของสำนักงานประกันสังคม","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C489","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลเบิกชดเชยค่าบริการไม่ถูกต้องตามเงื่อนไขที่กำหนด","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C490","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกข้อมูลเบิกกรณีการฟอกโลหิต ในผู้ป่วยไตวายเฉียบพลันไม่ถูกต้อง ครบถ้วน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C491","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกข้อมูลเบิกกรณีการล้างไตทางช่องท้อง ในผู้ป่วยไตวายเฉียบพลันไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C492","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกข้อมูลเบิกกรณีทำหมันไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C493","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกเบิกกรณีฟอกเลือด (HD) มากกว่า 2 ครั้ง/วัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C494","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","HN ไม่ตรงกับ HN ที่ลงทะเบียนยา PA","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C495","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","สถานพยาบาลหลักที่บันทึกไม่ตรงกับสถานพยาบาลหลักตามสิทธิ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C496","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ไม่ระบุ วัน เดือน ปี ที่ให้รหัสโรค และทำหัตถการ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C497","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","รหัสแพทย์ไม่มี หรือ เลข ว.แพทย์ไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C498","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","บันทึกเบิกค่าห้องผู้ป่วยในฉุกเฉิน แต่ไม่มีข้อมูล อุบัติเหตุ หรือ ฉุกเฉิน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C499","โรคเฉพาะ/DMIS/หน่วยบริการ","ERROR","","ข้อมูลที่บันทึกเบิกไม่อยู่ในสิทธิประโยชน์ กรณีผู้ป่วยนอก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C500","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกสิทธิประกันสังคมแต่อายุน้อยกว่า 15 ปี","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C501","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสโรคไม่สอดคล้องกับการเบิกกรณีให้ยาเคมีบำบัด หรือ รังสีรักษา","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C502","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสหัตถการไม่สอดคล้องกับการเบิกกรณี เคมี/รังสี รักษามะเร็ง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C503","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","บันทึกเบิกไม่ถูกต้อง ครบถ้วนตามเงื่อนไขที่กำหนดกรณีการรักษามะเร็งตามโปรโตคอล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C504","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสหัตถการไม่สอดคล้องกับการเบิกกรณีมะเร็งเต้านม","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C505","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณี HBO chamber เพื่อรักษา Hyperbaric Oxygen Therapy เบิกได้เฉพาะหน่วยบริการที่มี","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C506","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสโรคไม่สอดคล้องกับการเบิกกรณีรักษา Hyperbaric Oxygen Therapy","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C507","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","รหัสหัตถการไม่สอดคล้องกับการเบิกกรณีรักษา Hyperbaric Oxygen Therapy","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C508","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","การให้ Methadone Maintenance Treatment จะต้องเป็นหน่วยบริการที่ผ่านการประเมิน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C509","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีขอเบิกสารเมทาโดนจำนวนที่ขอเบิกต้องไม่เกินจำนวนวัน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C510","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีขอเบิก Hyperbaric Oxygen Therapy ผู้ป่วยนอกจำนวนชั่วโมง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C511","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ข้อมูลรักษาโรคมะเร็งปีงบประมาณ 58 ส่งได้ตั้งแต่วันที่ 1 ธค 57","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C512","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","เบิก OPAE ไม่มีเงื่อนไขการเรียกเก็บ หรือ เลือกเงื่อนไขการเรียกเก็บไม่สอดคล้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C513","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ขอเบิกอุบัติเหตุฉุกเฉินแต่ไม่พบสิทธิ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C514","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีเบิกค่าพาหนะรับหรือส่งต่อ ไม่มีรหัสโรงพยาบาล","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C515","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ไม่ระบุวัตถุประสงค์ในการรับ-ส่งต่อ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C516","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","เบิกกรณีเหตุสมควรหน่วยบริการต้นสังกัดต้องเป็นผู้เบิก","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C517","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีที่ขอเบิกไม่เป็นไปตามเงื่อนไขอุบัติเหตุฉุกเฉิน","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C518","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","กรณีการรับส่งต่อ เลือกเงื่อนไขการเรียกเก็บไม่ถูกต้อง","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C519","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","ประเภทการจำหน่ายเป็น transfer ไม่ระบุสถานพยาบาลที่ส่งต่อ","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
"ECLAIM","C520","มะเร็ง/OP Refer/ยา/ค่าใช้จ่ายสูง","ERROR","","เป็นข้อมูลที่เข้าเกณฑ์กรณีการรับส่งต่อผู้ป่วยนอก (OP Refer)","","","","รายละเอียดการผิดพลาดของข้อมูล (รหัสติด C) — สสจ.ขอนแก่น รวบรวมจากระบบ e-Claim สปสช.","uckkpho.com/uc/1313","","1"
